NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,gs,yearb,Nb_CScomplex_inArticle,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,SimplifiedName,ncbi,mito,dna,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,Geo_dif3,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric,Repro_invest,Larv_type,shallow
Lytocarpia brevirostris,Lytocarpia brevirostris,Lytocarpia,Hydrozoa,Cnidaria,Lytocarpia,"Postaire, B; Magalon, H; Bourmaud, CAF; Bruggemann, JH",2016,Molecular species delimitation methods and population genetics data reveal extensive lineage diversity and cryptic species in Aglaopheniidae (Hydrozoa),MOLECULAR PHYLOGENETICS AND EVOLUTION,105,36,49,"mtDNA,microsatellites,other nuclear",6,NA,"Sympatric,unclear",NA,NA,TRUE,525,9,#NOM?,#NOM?,"Indian Ocean,Pacific Ocean,global,Indian ocean","probably more CS than 2 and even some in sympatry,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper,NA","Brooding,Lecithotrophic,Brooding","Coral reef,Not sure - need to look up elsewhere","sessile,Demersal or benthic,Sessile",44,1852,2,FALSE,FALSE,TRUE,FALSE,FALSE,1,Lytocarpia brevirostris,TRUE,TRUE,nuc&mito,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Not sure - need to look up elsewhere,sessile,Demersal or benthic,Sessile",TRUE,10,NA,Average,Very low or null,Demersal or benthic,Sympatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,TRUE,HIGH,DD,FALSE
Octopus vulgaris,Octopus vulgaris,Octopus,Cephalopoda,Mollusca,Octopus,"Amor, MD; Norman, MD; Roura, A; Leite, TS; Gleadall, IG; Reid, A; Perales-Raya, C; Lu, CC; Silvey, CJ; Vidal, EAG; Hochberg, FG; Zheng, XD; Strugnell, JM",2017,Morphological assessment of the Octopus vulgaris species complex evaluated in light of molecular-based phylogenetic inferences,ZOOLOGICA SCRIPTA,46,275,288,mtDNA,7,Diagnostic,"Allopatric,Sympatric",NA,NA,TRUE,34,15,16,15,"Global,Pacific,Indian,Atlantic,Mediterranean","NA,Indeed the sp complex was already demonstrated. Here they find good morphological characters mainly in males, allowing to separate 14 out of 15 pairwise comparisons among genetic CS,More species in the complex (6) but only two examined here. They are allopatric, but the newly described sp is sympatric with others in the complex.","Direct development, Demersal or benthic,Pelagic,Direct development","Rocky shore,Coastal","Demersal or benthic,Coastal",72,1797,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Octopus vulgaris,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Coastal,Demersal or benthic,Coastal",TRUE,25,Rocky,Average,Very low or null,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Mollusca_Cephalopoda,Y,I,Y,Y,FALSE,TRUE,HIGH,DD,TRUE
Pallenopsis patagonica,Pallenopsis patagonica,Pallenopsis,Pycnogonida,Arthropoda,Pallenopsis,"Domel, JS; Macher, TH; Dietz, L; Duncan, S; Mayer, C; Rozenberg, A; Wolcott, K; Leese, F; Melzer, RR",2019,Combining morphological and genomic evidence to resolve species diversity and study speciation processes of the Pallenopsis patagonica (Pycnogonida) species complex,FRONTIERS IN ZOOLOGY,16,NA,NA,"mtDNA,RAD /SNP/-omics (>20 markers)",3,Diagnostic,"Allopatric,Sympatric",NA,NA,TRUE,62,23,65,#NOM?,"Antarctic,NA,Antarctica","NA,given the lack of a
planktonic larval stage for pycnogonids,NA",Planktotroph,Coastal,Demersal or benthic,64,1881,1,FALSE,FALSE,FALSE,TRUE,TRUE,2,Pallenopsis patagonica,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Arthropoda_Pycnogonida,Y,E,N,N,FALSE,TRUE,LOW,PT,FALSE
Scalibregma inflatum,Scalibregma inflatum,Scalibregma,Polychaeta,Annelida,Scalibregma,"Carr, Christina M.; Hardy, Sarah M.; Brown, Tanya M.; Macdonald, Tara A.; Hebert, Paul D. N.",2011,A Tri-Oceanic Perspective: DNA Barcoding Reveals Geographic Structure and Cryptic Diversity in Canadian Polychaetes,PLOS ONE,6,NA,NA,mtDNA,3,NA,"Allopatric,NA",NA,NA,NA,19,#NOM?,19,#NOM?,"Arctic,Pacific,Antarctic,Southern Ocean","NA,NA,NA",Lecithotrophic,"Coastal,deep antarctic benthos,NA","Demersal or benthic,NA",8,1843,33,TRUE,TRUE,TRUE,TRUE,TRUE,5,Scalibregma inflatum,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,deep antarctic benthos,NA,Demersal or benthic,NA",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE,HIGH,DD,FALSE
Tridacna ningaloo n. sp.,Tridacna noae,Tridacna,Bivalvia,Mollusca,Tridacna,"Penny, Shane S.; Willan, Richard C.",2014,"Description of a new species of giant clam (Bivalvia: Tridacnidae) from Ningaloo Reef, Western Australia",MOLLUSCAN RESEARCH,34,201,211,"mtDNA,other nuclear",2,Statistic,"Sympatric,Allopatric",NA,NA,TRUE,69,19,20,7,"Australia,Indo-Pacific,Pacific Ocean,China","NA,NA,NA",Unknown,"Coral reef,NA",Demersal or benthic,10,1798,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,Tridacna noae,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,NA,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Mollusca_Bivalvia,Y,E,N,N,TRUE,TRUE,NA,NA,FALSE
Acartia tonsa,Acartia (Acanthacartia) tonsa,Acartia,Copepoda,Arthropoda,Acartia,"Chen, Gang; Hare, Matthew P.",2008,"Cryptic ecological diversification of a planktonic estuarine copepod, Acartia tonsa",MOLECULAR ECOLOGY,17,1451,1468,"mtDNA,ITS,RFLP,RFLP not sequenced but previous molecular study identified CS (more than 2 !)",2,NA,Sympatric,Yes,NA,TRUE,1649,50,#NOM?,#NOM?,"Atlantic,Chesapeake Bay USA","NA,crossing experiments between lineages F and S of the Acartia tonsa species complex: very very low success, reproductively isolated.","Direct development, Brooding,Pelagic","Pelagic,Coastal,Estuarine","Pelagic,Coastal",65,1849,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Acartia tonsa,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Pelagic,Coastal,Estuarine,Pelagic,Coastal",FALSE,1000,NA,Average,High,Pelagic,Sympatric,NA,NA,NA,Arthropoda_Hexanauplia,NA,NA,NA,NA,NA,TRUE,HIGH,DD,FALSE
Acropora hyacinthus,Acropora hyacinthus,Acropora,Anthozoa,Cnidaria,Acropora,"Ladner, Jason T.; Palumbi, Stephen R.",2012,"Extensive sympatry, cryptic diversity and introgression throughout the geographic distribution of two coral species complexes",MOLECULAR ECOLOGY,21,2224,2238,"mtDNA,other nuclear,RAD /SNP/-omics (>20 markers)",6,NA,Sympatric,NA,NA,TRUE,768,29,#NOM?,#NOM?,"Indo-Pacific,indo-pacific","NA,NA",Lecithotrophic,Coral reef,Demersal or benthic,135,1846,2,FALSE,TRUE,TRUE,TRUE,FALSE,3,Acropora hyacinthus,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Sympatric,NA,NA,NA,Cnidaria_Anthozoa,Y,E,N,N,NA,TRUE,HIGH,LT,FALSE
Aglaophenia pluma,Aglaophenia pluma,Aglaophenia,Hydrozoa,Cnidaria,Aglaophenia,"THORPE, JP; RYLAND, JS; CORNELIUS, PFS; BEARDMORE, JA",1992,GENETIC-DIVERGENCE BETWEEN BRANCHED AND UNBRANCHED FORMS OF THE THECATE HYDROID AGLAOPHENIA-PLUMA,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,72,887,894,"Allozymes,mtDNA",2,Diagnostic,"Sympatric,unclear",NA,NA,TRUE,63,2,#NOM?,2,"Atlantic,global","NA,There's more details about sites and allopatry in the supp info but this paper has 76 CS and i'm not going to extract all the info right now - I don't think we need it for this first paper",Unknown,"Rocky shore,Coastal,Intertidal or tide pools,Not sure - need to look up elsewhere","Demersal or benthic,Coastal",74,1758,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Aglaophenia pluma,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Coastal,Intertidal or tide pools,Not sure - need to look up elsewhere,Demersal or benthic,Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Cnidaria_Hydrozoa,N,E,N,N,FALSE,TRUE,NA,NA,TRUE
Alderia modesta,Alderia modesta,Alderia,Gastropoda,Mollusca,Alderia,"Krug, Patrick J.; Ellingson, Ryan A.; Burton, Ron; Valdes, Anglel",2007,"A new Poecilogonous species of sea slug (Opisthobranchia : Sacoglossa) from California: Comparison with the planktotrophic congener Alderia modesta (Loven, 1844)",JOURNAL OF MOLLUSCAN STUDIES,73,29,38,"mtDNA,Allozymes",3,Diagnostic,"Sympatric,Parapatric,Allopatric",NA,Yes,TRUE,243,17,243,17,"Eastern Pacific,WESTERN Pacific; Atlantic,California,North Pacific,North Atlantic","NA,- Sea slug Alderia modesta was found to be poecilogonous, but only in California, because elsewhere only planktotrophic larvae were observed. 
- This paper (27 fixed differences in CoI, and morphology, 16S also sequenced) shows that the californian speci","Planktotroph, Lecithotrophic,Planktotroph, Lecithotrophic",Estuarine,"not checked (sea slugs) but larvae matter here,Demersal or benthic,Coastal",3,1844,2,TRUE,TRUE,FALSE,TRUE,FALSE,3,Alderia modesta,TRUE,TRUE,nuc&mito,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Estuarine,not checked (sea slugs) but larvae matter here,Demersal or benthic,Coastal",TRUE,10,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE,LOW,PT,FALSE
Blakeia simplex,Aricidea (Acmira) simplex,Aricidea,Polychaeta,Annelida,Blakeia,"Langeneck, J; Barbieri, M; Maltagliati, F; Castelli, A",2019,Molecular phylogeny of Paraonidae (Annelida),MOLECULAR PHYLOGENETICS AND EVOLUTION,136,1,13,"mtDNA,ITS",3,NA,"NA,Parapatric",Yes,NA,TRUE,22,2,#NOM?,#NOM?,"Antarctic,Pacific","NA,NA",Unknown,Coastal,"NA,Demersal or benthic",85,1963,8,FALSE,TRUE,TRUE,TRUE,TRUE,4,Aricidea simplex,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,NA,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,FALSE,NA,NA,FALSE
Aurelia aurita,Aurelia aurita,Aurelia,Scyphozoa,Cnidaria,Aurelia,"Daglio, LG; Dawson, MN",2017,"Species richness of jellyfishes (Scyphozoa : Discomedusae) in the Tropical Eastern Pacific: missed taxa, molecules, and morphology match in a biodiversity hotspot",INVERTEBRATE SYSTEMATICS,31,635,663,"ITS,mtDNA,other nuclear",7,Statistic,"Allopatric,Sympatric",NA,NA,TRUE,33,5,17,8,"Pacific,Indo-Pacific","I can't get the figures to load and can't get sample sizes from text,NA","Pelagic, Demersal or benthic,Pelagic",Pelagic,Pelagic,10,1758,9,TRUE,TRUE,TRUE,TRUE,FALSE,4,Aurelia aurita,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Cnidaria_Scyphozoa,N,E,N,N,TRUE,TRUE,NA,NA,FALSE
Brachionus plicatilis,Brachionus plicatilis,Brachionus,Eurotatoria,Rotifera,Brachionus,"GOMEZ, A; TEMPRANO, M; SERRA, M",1995,ECOLOGICAL GENETICS OF A CYCLICAL PARTHENOGEN IN TEMPORARY HABITATS,JOURNAL OF EVOLUTIONARY BIOLOGY,8,601,622,"Allozymes,mtDNA,ITS",15,Statistic,"Allopatric,Sympatric",Yes,NA,TRUE,1273,50,50,3,"Mediterranean,Atlantic,Pacific,Indian,World","NA,many CS are cosmopolitan","Direct development, asexual, resting eggs,NA","Coastal,Estuarine,salt parsh,NA","Coastal,NA",5,1786,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Brachionus plicatilis,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Coastal,Estuarine,salt parsh,NA,Coastal,NA",FALSE,10,NA,Average,Very low or null,NA,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Rotifera_Eurotatoria,N,I,N,Y,TRUE,TRUE,HIGH,DD,FALSE
Buccinum undatum,Buccinum undatum,Buccinum,Gastropoda,Mollusca,Buccinum,"Magnusdottir, H; Palsson, S; Westfall, KM; Jonsson, ZO; Ornolfsdottir, EB",2019,"Morphological variation in genetically divergent populations of the common whelk, Buccinum undatum (Gastropoda: Buccinidae), across the North Atlantic",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,128,93,106,"mtDNA,microsatellites",2,Statistic,"Allopatric,Sympatric",NA,NA,TRUE,636,12,690,17,"North Atlantic,atlantic","NA,NA","Direct development,Direct development","Soft sediment,Not sure - need to look up elsewhere",Demersal or benthic,131,1758,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,Buccinum undatum,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Not sure - need to look up elsewhere,Demersal or benthic",TRUE,NA,Sediment,Average,Very low or null,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE,HIGH,DD,FALSE
Chondrilla nucula,Chondrilla nucula,Chondrilla,Demospongiae,Porifera,Chondrilla,"Klautau, M; Russo, CAM; Lazoski, C; Boury-Esnault, N; Thorpe, JP; Sole-Cava, AM",1999,Does cosmopolitanism result from overconservative systematics? A case study using the marine sponge Chondrilla nucula,EVOLUTION,53,1414,1422,"Allozymes,Allozymes  (other papers,Klautau et al,1999,finds CS)",5,Diagnostic,"Allopatric,Sympatric",Yes,NA,TRUE,278,12,48,12,"Atlantic,Mediterranean","NA,NA","Lecithotrophic,NA","Rocky shore,Coastal","Demersal or benthic,Coastal",16,1862,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Chondrilla nucula,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Coastal,Demersal or benthic,Coastal",TRUE,25,Rocky,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Porifera_Demospongiae,Y,E,N,N,FALSE,TRUE,HIGH,LT,TRUE
Ciona intestinalis,Ciona intestinalis,Ciona,Ascidiacea,Chordata,Ciona,"Brunetti, Riccardo; Gissi, Carmela; Pennati, Roberta; Caicci, Federico; Gasparini, Fabio; Manni, Lucia",2015,Morphological evidence that the molecularly determined Ciona intestinalis type A and type B are different species: Ciona robusta and Ciona intestinalis,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,53,186,193,"other nuclear,mtDNA,nuclear (various other papers before 2016)",2,Diagnostic,"Allopatric,Sympatric",NA,Yes,TRUE,51,5,#NOM?,#NOM?,"Global,Europe","NA,NA","Lecithotrophic,Lecithotroph","Rocky shore,Coastal,Intertidal or tide pools,fouling communities","Demersal or benthic,Coastal",14,1767,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,Ciona intestinalis,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Coastal,Intertidal or tide pools,fouling communities,Demersal or benthic,Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Chordata_Ascidiacea,N,B,N,N,FALSE,TRUE,HIGH,LT,TRUE
Stylactaria carcinicola,Clavactinia serrata,Clavactinia,Hydrozoa,Cnidaria,Stylactis,"Miglietta, Maria Pia; Schuchert, Peter; Cunningham, Clifford W.",2009,"Reconciling genealogical and morphological species in a worldwide study of the Family Hydractiniidae (Cnidaria, Hydrozoa)",ZOOLOGICA SCRIPTA,38,403,430,"mtDNA,other nuclear",3,NA,Sympatric,NA,NA,TRUE,#NOM?,#NOM?,#NOM?,#NOM?,"Arctic,Pacific","NA,NA",Unknown,"Rocky shore,Coastal,Intertidal or tide pools,epifauna on other animals,algae","Demersal or benthic,Coastal",3,1943,4,FALSE,FALSE,FALSE,TRUE,FALSE,1,Clavactinia serrata,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Coastal,Intertidal or tide pools,epifauna on other animals,algae,Demersal or benthic,Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,Sympatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,TRUE,NA,NA,FALSE
Doriprismatica atromarginata,Doriprismatica atromarginata,Doriprismatica,Gastropoda,Mollusca,Doriprismatica,"Matsuda, SB; Gosliner, TM",2018,"Molecular phylogeny of Glossodoris (Ehrenberg, 1831) nudibranchs and related genera reveals cryptic and pseudocryptic species complexes",CLADISTICS,34,41,56,"mtDNA,ITS",3,Diagnostic,"Allopatric,Allpatric,Sympatric",NA,NA,TRUE,7,3,7,3,indo-pacific,"NA,I think the mtDNA might be in another paper? It's reused here",Unknown,Coral reef,Demersal or benthic,12,1804,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,Doriprismatica atromarginata,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE,NA,NA,FALSE
Echinocardium cordatum,Echinocardium cordatum,Echinocardium,Echinoidea,Echinodermata,Echinocardium,"Egea, E; David, B; Chone, T; Laurin, B; Feral, JP; Chenuil, A",2016,Morphological and genetic analyses reveal a cryptic species complex in the echinoid Echinocardium cordatum and rule out a stabilizing selection explanation,MOLECULAR PHYLOGENETICS AND EVOLUTION,94,207,220,"mtDNA,other nuclear",5,Statistic,"Sympatric,Allopatric",NA,NA,TRUE,668,33,522,33,"Mediterranean,Atlantic,Pacific","NA,NA","Planktotroph, Pelagic,Planktotroph","Soft sediment,Coastal","Demersal or benthic,Coastal",12,1777,1,TRUE,TRUE,TRUE,TRUE,FALSE,4,Echinocardium cordatum,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Coastal,Demersal or benthic,Coastal",TRUE,25,Sediment,Average,Moderate to high,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Echinodermata_Echinoidea,Y,E,N,N,TRUE,TRUE,LOW,PT,TRUE
Elysia timida,Elysia timida,Elysia,Gastropoda,Mollusca,Elysia,"Gonzalez-Wanguemert, Mercedes; Gimenez-Casalduero, Francisca; Perez-Ruzafa, Angel",2006,"Genetic differentiation of Elysia timida (Risso, 1818) populations in the Southwest Mediterranean and Mar Menor coastal lagoon",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,34,514,527,"Allozymes,10 loci,mtDNA,other nuclear",4,No differentiation,"ALL sPANISH COAST,but marine versus lagoon,Allopatric",Yes,NA,TRUE,192,6,192,6,"Mediterranean,Atlantic","NA,NA","Direct development, poecilogony suggested,direct development, or alternatively lecithotrophic larvae","Coastal,Estuarine","Coastal,but mobile (sea slug swims),Demersal or benthic",102,1818,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,Elysia timida,TRUE,TRUE,nuc&mito,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Coastal,Estuarine,Coastal,but mobile (sea slug swims),Demersal or benthic",TRUE,10,NA,Average,Very low or null,Demersal or benthic,Allopatric,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,FALSE,HIGH,DD,FALSE
Eumida sanguinea,Eumida sanguinea,Eumida,Polychaeta,Annelida,Eumida,"Nygren, Arne; Pleijel, Fredrik",2011,"From one to ten in a single stroke - resolving the European Eumida sanguinea (Phyllodocidae, Annelida) species complex",MOLECULAR PHYLOGENETICS AND EVOLUTION,58,132,141,"mtDNA,ITS,other nuclear,nuclear is 28S and ITS",10,No differentiation,"Allopatric,Sympatric,maybe also (unclear in paper) some allopatry",NA,NA,TRUE,149,7,69,7,"Atlantic,Atlantic (not only,but unclear)","NA,Species delimited including DNA (molecular diagnoses), no clear diagnostic character, much variation within species (at least in a case, multivariate morphological analyses relatively OK for statistical differences however)","Planktotroph,NA","Soft sediment,Coastal","Demersal or benthic,Coastal",34,1843,1,TRUE,TRUE,TRUE,TRUE,FALSE,4,Eumida sanguinea,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Coastal,Demersal or benthic,Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,"Sympatric, Allopatric",TRUE,FALSE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,TRUE,LOW,PT,TRUE
Eunicea flexuosa,Eunicea flexuosa,Eunicea,Anthozoa,Cnidaria,Eunicea,"Prada, Carlos; Schizas, Nikolaos V.; Yoshioka, Paul M.",2008,Phenotypic plasticity or speciation? A case from a clonal marine organism,BMC EVOLUTIONARY BIOLOGY,8,NA,NA,"RAPD,mtDNA,other nuclear",2,Statistic,"Sympatric,Parapatric",Yes,NA,TRUE,143,9,180,9,Caribbean,"NA,The authors call them lineages. larval info not given.",Planktotroph,Coral reef,Demersal or benthic,31,1821,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Eunicea flexuosa,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Cnidaria_Anthozoa,Y,E,N,N,TRUE,TRUE,LOW,PT,FALSE
Euphrosinella cirratoformis,Euphrosinella cirratoformis,Euphrosinella,Polychaeta,Annelida,Euphrosinella,"Brasier, MJ; Wiklund, H; Neal, L; Jeffreys, R; Linse, K; Ruhl, H; Glover, AG",2016,DNA barcoding uncovers cryptic diversity in 50% of deep-sea Antarctic polychaetes,ROYAL SOCIETY OPEN SCIENCE,3,NA,NA,mtDNA,3,NA,NA,NA,NA,NA,15,#NOM?,15,#NOM?,"Antarctic,Southern Ocean","NA,NA",Unknown,"deep antarctic benthos,NA","Demersal or benthic,NA",2,1972,7,FALSE,FALSE,FALSE,TRUE,TRUE,2,Euphrosinella cirratoformis,FALSE,FALSE,No seq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"deep antarctic benthos,NA,Demersal or benthic,NA",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,NA,NA,NA,Annelida_Polychaeta,N,B,N,N,NA,NA,NA,NA,FALSE
Excirolana braziliensis,Excirolana braziliensis,Excirolana,Malacostraca,Arthropoda,Excirolana,"Hurtado, LA; Mateos, M; Mattos, G; Liu, S; Haye, PA; Paiva, PC",2016,"Multiple transisthmian divergences, extensive cryptic diversity, occasional long-distance dispersal, and biogeographic patterns in a marine coastal isopod with an amphi-American distribution",ECOLOGY AND EVOLUTION,6,7794,7808,"mtDNA,ITS",6,NA,"Allopatric,Parapatric",NA,NA,NA,250,26,#NOM?,#NOM?,"Southeast Pacific,atlantic,pacific","NA,Not sure of number of CS","Direct development, Brooding,Direct development","Soft sediment,Coastal,Intertidal or tide pools,beach","Demersal or benthic,Coastal",14,1912,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Excirolana braziliensis,TRUE,TRUE,mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Coastal,Intertidal or tide pools,beach,Demersal or benthic,Coastal",TRUE,5,Sediment,Accessible,Very low or null,Demersal or benthic,Allopatric,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,FALSE,HIGH,DD,FALSE
