"NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch"
"Cobalius spp.",NA,NA,"Insecta","Arthropoda","6/20/2023 5:14:57",6,"Cobalius","Sabatelli, S; Audisio, P; Antonini, G; Solano, E; Martinoli, A; Trizzino, M",2016,"Molecular ecology and phylogenetics of the water beetle genus Ochthebius revealed multiple independent shifts to marine rockpools lifestyle","ZOOLOGICA SCRIPTA",45,"175","186",NA,NA,0,"Arthropoda","Genetic","mtDNA, other nuclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Atlantic, Mediterranean",NA,NA,"Intertidal or tide pools","Demersal or benthic, Coastal, marine rock pools","Ochthebius",NA,NA,NA,NA,"other",NA,NA,NA,"Ochthebius","Insecta","Arthropoda",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Intertidal or tide pools,Demersal or benthic, Coastal, marine rock pools",TRUE,"5","5",NA,"Easy",NA,"Demersal or benthic",NA
"Ophiothrix spp.",NA,"Ophiothrix","Ophiuroidea","Echinodermata",NA,NA,"Ophiothrix","Baric, S; Sturmbauer, C",1999,"Ecological parallelism and cryptic species in the genus Ophiothrix derived from mitochondrial DNA sequences","MOLECULAR PHYLOGENETICS AND EVOLUTION",11,"157","162",1,1,0,"Echinodermata","Genetic, Morphological","mtDNA",2,"No differentiation","Sympatric",NA,NA,NA,"14","4","14","4","Atlantic, Mediterranean",NA,NA,"Soft sediment, Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Ophiothrix spp.",NA,NA,"Ophiuroidea","Echinodermata","other",NA,NA,NA,"Ophiothrix","Ophiuroidea","Echinodermata",1,NA,NA,NA,NA,"14","4","14","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Sediment and Rocky","Easy",NA,"Demersal or benthic",NA
"Orchomene sensu lato",NA,"Orchomene","Malacostraca","Arthropoda",NA,NA,"Orchomene","Havermans, C.; Nagy, Z. T.; Sonet, G.; De Broyer, C.; Martin, P.",2011,"DNA barcoding reveals new insights into the diversity of Antarctic species of Orchomene sensu lato (Crustacea: Amphipoda: Lysianassoidea)","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",58,"230","241",1,1,0,"Arthropoda","Genetic","mtDNA",4,NA,"Allopatric, Sympatric",NA,NA,NA,"48","8",NA,"8",NA,"larval info not given. Several pairs of CS; some are allopatric and some are not","Direct development, Brooding","Deep sea","Pelagic, Demersal or benthic","Orchomene sensu lato",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Orchomene","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"48","8",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Deep sea,Pelagic, Demersal or benthic",TRUE,"1000","1000",NA,"Difficult","High","Demersal or benthic",NA
"Orectolobus spp.",NA,"Orectolobus","Elasmobranchii","Chordata",NA,NA,"Orectolobus","Corrigan, S.; Huveneers, C.; Schwartz, T. S.; Harcourt, R. G.; Beheregaray, L. B.",2008,"Genetic and reproductive evidence for two species of ornate wobbegong shark Orectolobus spp. on the Australian east coast","JOURNAL OF FISH BIOLOGY",73,"1662","1675",1,1,0,"Fish","Genetic, Morphological","mtDNA, microsatellites, other nuclear",2,"Statistic","Sympatric",NA,NA,TRUE,"18","7","561","3","Indo-Pacific",NA,NA,"Coral reef, Soft sediment, Rocky shore, Coastal","Demersal or benthic, Coastal","Orectolobus spp.",NA,NA,"Elasmobranchii","Chordata","other",NA,NA,NA,"Orectolobus","Elasmobranchii","Chordata",1,NA,NA,NA,NA,"18","7","561","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Soft sediment, Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"10","10","Sediment and Rocky","Normal",NA,"Demersal or benthic",NA
"Oscarella spp.",NA,"Oscarella","Homoscleromorpha","Porifera",NA,NA,"Oscarella","BOURYESNAULT, N; SOLECAVA, AM; THORPE, JP",1992,"GENETIC AND CYTOLOGICAL DIVERGENCE BETWEEN COLOR MORPHS OF THE MEDITERRANEAN SPONGE OSCARELLA-LOBULARIS SCHMIDT (PORIFERA, DEMOSPONGIAE, OSCARELLIDAE)","JOURNAL OF NATURAL HISTORY",26,"271","284",1,1,0,"Porifera","Genetic, Morphological","Allozymes",2,"Diagnostic","Sympatric",NA,NA,TRUE,"56","2","56","2","Mediterranean",NA,"Lecithotrophic","Rocky shore, Coastal, caves","Demersal or benthic","Oscarella spp.",NA,NA,"Homoscleromorpha","Porifera","other",NA,NA,NA,"Oscarella","Homoscleromorpha","Porifera",1,NA,NA,NA,NA,"56","2","56","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Rocky shore, Coastal, caves,Demersal or benthic",TRUE,"1","1","Rocky","Difficult",NA,"Demersal or benthic",NA
"Ototyphlonemertes spp.",NA,"Ototyphlonemertes","Hoplonemertea","Nemertea",NA,NA,"Ototyphlonemertes","Andrade, Sonia C. S.; Norenburg, Jon L.; Solferini, Vera N.",2011,"Worms without borders: genetic diversity patterns in four Brazilian Ototyphlonemertes species (Nemertea, Hoplonemertea)","MARINE BIOLOGY",158,"2109","2124",1,1,0,"Nemertea","Genetic","mtDNA",4,"No differentiation","Allopatric",NA,NA,NA,"48","7",NA,NA,"Atlantic","Morphology really just used to ID morphospecies.","Lecithotrophic","Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Ototyphlonemertes spp.",NA,NA,"Hoplonemertea","Nemertea","other",NA,NA,NA,"Ototyphlonemertes","Hoplonemertea","Nemertea",1,NA,NA,NA,NA,"48","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Sediment","Easy",NA,"Demersal or benthic",NA
"Ovabunda spp.",NA,"Ovabunda","Anthozoa","Cnidaria","6/13/2023 15:53:04",233,"Ovabunda","McFadden, CS; Haverkort-Yeh, R; Reynolds, AM; Halasz, A; Quattrini, AM; Forsman, ZH; Benayahu, Y; Toonen, RJ",2017,"Species boundaries in the absence of morphological, ecological or geographical differentiation in the Red Sea octocoral genus Ovabunda (Alcyonacea: Xeniidae)","MOLECULAR PHYLOGENETICS AND EVOLUTION",112,"174","184",NA,NA,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear, ITS, RAD /SNP/-omics (>20 markers), SNP and two nuclear introns and other markers previously studied 28S...",4,"No differentiation","Sympatric","No",NA,TRUE,"88","4","88","4","Red Sea","very large morphological diversity in each species, 11 species had been described previously. Maybe a typical case of large Ne","Pelagic, Lecithotrophic, planula","Coral reef","sessile","Ovabunda",NA,NA,NA,NA,"other",NA,NA,NA,"Ovabunda","Anthozoa","Cnidaria",1,NA,NA,NA,NA,"88","4 (10 if we separate 7 within 3 km)","88","4 (10 if we separate 7 within 3 km)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coral reef,sessile",FALSE,"10","10",NA,"Normal","Moderate to high",NA,NA
"Oxynoe spp",NA,"Oxynoe","Gastropoda","Mollusca","4/25/2023 16:08:45",193,"Oxynoe","Berriman, JS; Ellingson, RA; Awbrey, JD; Rico, DM; Valdes, AA; Wilson, NG; Aguilar, A; Herbert, DG; Hirano, YM; Trowbridge, CD; Krug, PJ",2018,"A biting commentary: Integrating tooth characters with molecular data doubles known species diversity in a lineage of sea slugs that consume killer algae","MOLECULAR PHYLOGENETICS AND EVOLUTION",126,"356","370",NA,NA,0,"Mollusca",NA,"mtDNA, microsatellites, other nuclear",11,NA,"Allopatric, Sympatric","Yes",NA,TRUE,"107","27","107","27","Atlantic, Pacific",NA,"apparently this is known Krug P.J. et al in press is cited.. seems to vary among species in the genus.","Seagrass, feed on Caulerpa","Demersal or benthic, Coastal","Oxynoe spp",NA,NA,NA,NA,"other",NA,NA,NA,"Oxynoe","Gastropoda","Mollusca",2,NA,NA,NA,NA,"107","27","107","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Seagrass, feed on Caulerpa,Demersal or benthic, Coastal",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Panopeus spp.",NA,"Panopeus","Malacostraca","Arthropoda",NA,NA,"Panopeus","SULLIVAN, B; MILLER, K; SINGLETON, K; SCHEER, AG; WILLIAMS, AB",1983,"ELECTROPHORETIC ANALYSES OF HEMOCYANINS FROM 4 SPECIES OF MUD CRABS, GENUS PANOPEUS, WITH OBSERVATIONS ON THE ECOLOGY OF PANOPEUS-OBESUS","Fishery Bulletin",81,"883",NA,1,1,1,"Arthropoda","Genetic","Allozymes, hemocyanine",4,"No differentiation","Allopatric, Sympatric",NA,NA,TRUE,"303","3",NA,NA,"Atlantic","morphological and ecological data are elsewhere. Larval info not given.","Planktotroph","Soft sediment, Rocky shore, Coastal, Estuarine, Intertidal or tide pools, salt marsh","Demersal or benthic, Coastal","Panopeus spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Panopeus","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"303","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Coastal, Estuarine, Intertidal or tide pools, salt marsh,Demersal or benthic, Coastal",TRUE,"10","10","Sediment and Rocky","Easy",NA,"Demersal or benthic",NA
"Paramuricea spp.",NA,"Paramuricea","Anthozoa","Cnidaria",NA,NA,"Paramuricea","Doughty, Cheryl L.; Quattrini, Andrea M.; Cordes, Erik E.",2014,"Insights into the population dynamics of the deep-sea coral genus Paramuricea in the Gulf of Mexico","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",99,"71","82",1,1,1,"Cnidaria","Genetic, Morphological","mtDNA",7,"Diagnostic","Allopatric, Sympatric, Parapatric","Yes",NA,TRUE,"103","20","103","20","Gulf of Mexico","Larval information not given here.","Pelagic, Lecithotrophic","Deep sea","Demersal or benthic","Paramuricea spp.",NA,NA,"Anthozoa","Cnidaria","other",NA,NA,NA,"Paramuricea","Anthozoa","Cnidaria",1,NA,NA,NA,NA,"103","20","103","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric, Parapatric",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,"100","100",NA,"Difficult","Moderate to high","Demersal or benthic",NA
"Paranaitis spp.",NA,"Paranaitis","Polychaeta","Annelida",NA,NA,"Paranaitis","Nygren, Arne; Eklof, Jenny; Pleijel, Fredrik",2009,"Arctic-boreal sibling species of Paranaitis (Polychaeta, Phyllodocidae)","MARINE BIOLOGY RESEARCH",5,"315","327",1,1,0,"annelida","Genetic, Morphological, Reproductive","mtDNA, other nuclear, ITS",2,"Statistic","Allopatric",NA,"Yes",TRUE,"12","3",NA,NA,"Arctic","Egg size probably represents different dev types. The actual morphological data is in a different paper","Planktotroph, Lecithotrophic","Soft sediment","Demersal or benthic","Paranaitis spp.",NA,NA,"Polychaeta","Annelida","other",NA,NA,NA,"Paranaitis","Polychaeta","Annelida",1,NA,NA,NA,NA,"12","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,"25","","Sediment","Normal",NA,"Demersal or benthic",NA
"Paratanais spp.",NA,"Paratanais","Malacostraca","Arthropoda",NA,NA,"Paratanais","Larsen, K",2001,"Morphological and molecular investigation of polymorphism and cryptic species in tanaid crustaceans: implications for tanaid systematics and biodiversity estimates","ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",131,"353","379",1,1,0,"Arthropoda","Genetic, Morphological","ITS",3,"Diagnostic","Sympatric",NA,NA,TRUE,"29","1","29","1","Australia",NA,NA,"kelp holdfasts","Demersal or benthic","Paratanais spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Paratanais","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"29","1","29","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"kelp holdfasts,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Pareucalanus sp.",NA,"Pareucalanus","Copepoda","Arthropoda",NA,NA,"Pareucalanus","Goetze, Erica; Ohman, Mark D.",2010,"Integrated molecular and morphological biogeography of the calanoid copepod family Eucalanidae","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",57,"2110","2129",6,1,0,"Arthropoda","Genetic","mtDNA",2,NA,"Allopatric, Sympatric",NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,"Pelagic","Pelagic","Pareucalanus sp.",NA,NA,"Copepoda","Arthropoda","other",NA,NA,NA,"Pareucalanus","Hexanauplia","Arthropoda",6,NA,NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Phestilla",NA,"Phestilla","Gastropoda","Mollusca",NA,NA,"Phestilla","Faucci, Anuschka; Toonen, Robert J.; Hadfield, Michael G.",2007,"Host shift and speciation in a coral-feeding nudibranch","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",274,"111","119",1,1,0,"Mollusca","Genetic, Morphological","mtDNA",2,NA,"Sympatric",NA,NA,NA,"45","9","45","9","Guam, Hawai, Palau",NA,"Planktotroph, Lecithotrophic, lecitho, few hours PLD for P. minor (the sp displaying 2 cryptic lineages)","Coral reef","Demersal or benthic","Phestilla",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Phestilla","Gastropoda","Mollusca",1,NA,NA,NA,NA,"45","9","45","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Placospongia spp.",NA,"Placospongia","Demospongiae","Porifera",NA,NA,"Placospongia","Nichols, SA; Barnes, PAG",2005,"A molecular phylogeny, historical biogeography of the marine sponge genus Placospongia (Phylum Porifera) indicate low dispersal capabilities, widespread crypsis","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",323,"1","15",1,1,0,"Porifera","Genetic","ITS",9,NA,"Allopatric, Sympatric",NA,NA,NA,"28","12",NA,NA,"Global",NA,NA,"unknown","Demersal or benthic","Placospongia spp.",NA,NA,"Demospongiae","Porifera","other",NA,NA,NA,"Placospongia","Demospongiae","Porifera",1,NA,NA,NA,NA,"28","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,"25","",NA,"Normal",NA,"Demersal or benthic",NA
"Planiliza sp.",NA,"Planiliza","Actinopterygii","Chordata","07/05/2023 12:42",126,"Planiliza","Durand, JD; Hubert, N; Shen, KN; Borsa, P",2017,"DNA barcoding grey mullets","REVIEWS IN FISH BIOLOGY AND FISHERIES",27,"233","243",NA,NA,0,"Fish","Genetic","mtDNA",18,NA,"Allopatric",NA,NA,NA,"40","18",NA,NA,"global","complex previously described","Not sure - need to look up elsewhere","Coastal","Pelagic, Coastal","Planiliza",NA,NA,NA,NA,"other",NA,NA,NA,"Planiliza","Actinopterygii","Chordata",6,NA,NA,NA,NA,"40","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal,Pelagic, Coastal",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Polydora spp.",NA,"Polydora","Polychaeta","Annelida",NA,NA,"Polydora","Manchenko, GP; Radashevsky, VI",1998,"Genetic evidence for two sibling species within Polydora cf. ciliata (Polychaeta : Spionidae) from the Sea of Japan","MARINE BIOLOGY",131,"489","495",1,1,1,"annelida","Genetic, Morphological","Allozymes",2,"No differentiation","Sympatric","Yes",NA,TRUE,"65","1","65","1","Pacific","larval info not given","Pelagic, Brooding, both direct development, pelagic larva (poecilogony !)","Soft sediment, Rocky shore, Coastal, shells","Demersal or benthic, Coastal","Polydora spp.",NA,NA,"Polychaeta","Annelida","other",NA,NA,NA,"Polydora","Polychaeta","Annelida",1,NA,NA,NA,NA,"65","1","65","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Coastal, shells,Demersal or benthic, Coastal",TRUE,"25","25","Sediment and Rocky","Normal","Very low or null","Demersal or benthic",NA
"Pontohedyle spp.",NA,"Pontohedyle","Gastropoda","Mollusca",NA,NA,"Pontohedyle","Joerger, Katharina M.; Norenburg, Jon L.; Wilson, Nerida G.; Schroedl, Michael",2012,"Barcoding against a paradox? Combined molecular species delineations reveal multiple cryptic lineages in elusive meiofaunal sea slugs","BMC EVOLUTIONARY BIOLOGY",12,NA,NA,1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",12,"No differentiation","Allopatric, Sympatric",NA,NA,TRUE,"40","28","40","28","Global",NA,"Direct development, Demersal or benthic","Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Pontohedyle spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Pontohedyle","Gastropoda","Mollusca",1,NA,NA,NA,NA,"40","28","40","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Sediment","Easy","Very low or null","Demersal or benthic",NA
"Pseudocyclops spp.",NA,"Pseudocyclops","Copepoda","Arthropoda",NA,NA,"Pseudocyclops","Figueroa, Diego F.",2011,"TWO NEW CALANOID COPEPODS FROM THE GALAPAGOS ISLANDS: PSEUDOCYCLOPS JUANIBALI N. SP AND PSEUDOCYCLOPS SAENZI N. SP.","JOURNAL OF CRUSTACEAN BIOLOGY",31,"725","741",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA",2,NA,"Allopatric",NA,NA,NA,"14","3","80","1","Pacific",NA,"Direct development","Intertidal or tide pools","Coastal","Pseudocyclops spp.",NA,NA,"Copepoda","Arthropoda","other",NA,NA,NA,"Pseudocyclops","Hexanauplia","Arthropoda",1,NA,NA,NA,NA,"14","3","80","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Intertidal or tide pools,Coastal",FALSE,"5","5",NA,"Easy","Very low or null",NA,NA
"Pseudodromia spp.",NA,"Pseudodromia","Malacostraca","Arthropoda",NA,NA,"Pseudodromia","Stewart, BA; Gouws, G; Daniels, SR; Matthee, CA",2004,"Delimitation of morphologically similar sponge crab species of the genus Pseudodromia (Crustacea, Decapoda, Dromiidae) from South Africa","ZOOLOGICA SCRIPTA",33,"45","55",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA, Allozymes",2,"Statistic","Sympatric",NA,NA,TRUE,"100","4","121","4","Atlantic","larval, adult habitat info not given.",NA,"unknown","Demersal or benthic, Coastal","Pseudodromia spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Pseudodromia","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"100","4","121","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Pseudonereis sp.",NA,"Pseudonereis","Polychaeta","Annelida","07/09/2023 15:07",306,"Pseudonereis","Amiri, S; Mostafavi, PG; Nabavi, MB; Shahhosseini, MH",2020,"DNA barcoding of Nereididae polychaetes based on COI gene barcoding in intertidal shores of Bushehr and Bandar Abbas provinces, Iran","IRANIAN JOURNAL OF FISHERIES SCIENCES",19,"1193","1213",NA,NA,0,"Annelida","Genetic","mtDNA",2,NA,"Sympatric",NA,NA,NA,"14","4",NA,NA,"persian gulf",NA,"Planktotroph","Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Pseudonereis",NA,NA,NA,NA,"other",NA,NA,NA,"Pseudonereis","Polychaeta","Annelida",2,NA,NA,NA,NA,"14","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Sediment","Easy",NA,"Demersal or benthic",NA
"Pseudunela spp.",NA,NA,"Gastropoda","Mollusca",NA,NA,"Pseudunela","Neusser, Timea P.; Joerger, Katharina M.; Schroedl, Michael",2011,"Cryptic Species in Tropic Sands - Interactive 3D Anatomy, Molecular Phylogeny and Evolution of Meiofaunal Pseudunelidae (Gastropoda, Acochlidia)","PLOS ONE",6,NA,NA,1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",2,"Diagnostic","Allopatric",NA,NA,TRUE,"24","6","24","6","Indo-Pacific",NA,"Lecithotrophic","Soft sediment","Demersal or benthic","Pseudunela spp.",NA,NA,NA,NA,"other",NA,NA,NA,"Pseudunela","Gastropoda","Mollusca",1,NA,NA,NA,NA,"24","6","24","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,"25","","Sediment","Normal",NA,"Demersal or benthic",NA
"Raymunida spp.",NA,"Raymunida","Malacostraca","Arthropoda",NA,NA,"Raymunida","Macpherson, E; Machordom, A",2001,"Phylogenetic relationships of species of Raymunida (Decapoda : Galatheidae) based on morphology and mitochondrial cytochrome oxidase sequences, with the recognition of four new species","JOURNAL OF CRUSTACEAN BIOLOGY",21,"696","714",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA",5,"Diagnostic","Sympatric",NA,NA,TRUE,"6","6","6","6","Indo-Pacific",NA,NA,"unknown","Demersal or benthic","Raymunida spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Raymunida","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"6","6","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,"25","",NA,"Normal",NA,"Demersal or benthic",NA
