NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,Group_survey,MainDataType,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,SpeciesName,KeepFATE,gs,yearb,Nb_CScomplex_inArticle,nb_RemainingArticles,nb_RemovedArticles,nb_art,nb_Articles_per_sp,orig_Nig,orig_Nsg,orig_Nim,orig_Nsm,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,NbSitesUsed_r100,SimplifiedName,ncbi,mito,dna,Geo_diff,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,noNeedTaxonSearch,genus,genusBC,Geo_dif3,symp,sympara,allop,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric
Aristaeomorpha foliacea,Aristaeomorpha foliacea,Aristaeomorpha,Malacostraca,Arthropoda,Aristaeomorpha,"Victoria Fernandez, Maria; Heras, Sandra; Vinas, Jordi; Maltagliati, Ferruccio; Ines Roldan, Maria",2013,Multilocus Comparative Phylogeography of Two Aristeid Shrimps of High Commercial Interest (Aristeus antennatus and Aristaeomorpha foliacea) Reveals Different Responses to Past Environmental Changes,PLOS ONE,8,NA,NA,Arthropoda,Genetic,"mtDNA, other nuclear",2,No differentiation,Allopatric,NA,NA,NA,40,4,NA,NA,Mediterranean; Australia,NA,Planktotroph,Deep sea,Demersal or benthic,Aristaeomorpha foliacea,other,2,1827,1,1,0,1,1,40,4,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Aristaeomorpha foliacea,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,NA,Inaccessible,NA,Demersal or benthic,NA,Aristaeomorpha,Aristaeomorpha,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE
Hydrobia buccinoides,Ascorhis occidua,Ascorhis,Gastropoda,Mollusca,Ascorhis,"PONDER, WF; CLARK, GA",1988,"A MORPHOLOGICAL, ELECTROPHORETIC EXAMINATION OF HYDROBIA BUCCINOIDES, A VARIABLE BRACKISH-WATER GASTROPOD FROM TEMPERATE Australia (MOLLUSCA, HYDROBIIDAE)",Australian Journal of Zoology,36,661,689,Mollusca,"Genetic, Morphological",Allozymes,2,No differentiation,Allopatric,NA,NA,NA,NA,11,423,15,Australia,NA,"Direct development, Coastal","Soft sediment, Coastal, Estuarine, Intertidal or tide pools","Demersal or benthic, Coastal",Ascorhis occidua,other,2,1988,1,1,0,1,1,NA,11,423,15,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,Ascorhis occidua,FALSE,FALSE,No seq,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,10,Sediment,Accessible,Very low or null,Demersal or benthic,NA,Ascorhis,Hydrobia,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,FALSE
Aspidosiphon elegans,Aspidosiphon (Aspidosiphon) elegans,Aspidosiphon,Phascolosomatidea,Sipuncula,Aspidosiphon,"Schulze, Anja; Cutler, Edward B.; Giribet, Gonzalo",2007,Phylogeny of sipunculan worms: A combined analysis of four gene regions and morphology,MOLECULAR PHYLOGENETICS AND EVOLUTION,42,171,192,Annelida,Genetic,"mtDNA, other nuclear",2,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Soft sediment,Demersal or benthic,Aspidosiphon elegans,other,18,1821,3,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Aspidosiphon elegans,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,NA,Aspidosiphon,Aspidosiphon,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Sipuncula_Phascolosomatidea,N,E,N,N,NA,FALSE
Aspidosiphon parvulus,Aspidosiphon (Paraspidosiphon) parvulus,Aspidosiphon,Phascolosomatidea,Sipuncula,Aspidosiphon,"Schulze, Anja; Cutler, Edward B.; Giribet, Gonzalo",2007,Phylogeny of sipunculan worms: A combined analysis of four gene regions and morphology,MOLECULAR PHYLOGENETICS AND EVOLUTION,42,171,192,Annelida,Genetic,"mtDNA, other nuclear",2,NA,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Soft sediment,Demersal or benthic,Aspidosiphon parvulus,other,18,1913,3,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Aspidosiphon parvulus,TRUE,TRUE,nuc&mito,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,NA,Aspidosiphon,Aspidosiphon,NA,FALSE,FALSE,FALSE,NA,NA,NA,Sipuncula_Phascolosomatidea,N,E,N,N,NA,NA
Asterias amurensis,Asterias amurensis,Asterias,Asteroidea,Echinodermata,Asterias,"Matsuoka, N; Hatanaka, T",1998,Genetic differentiation among local Japanese populations of the starfish Asterias amurensis inferred from allozyme variation,GENES & GENETIC SYSTEMS,73,59,64,Echinodermata,"Genetic, Morphological",Allozymes,3,No differentiation,Allopatric,NA,NA,NA,116,7,116,7,Pacific,larval info not given; adult habitat info should be clarified.,"Planktotroph, pelagic",Coastal,"Demersal or benthic, Coastal",Asterias amurensis,other,8,1871,1,1,0,1,1,116,7,116,7,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Asterias amurensis,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,NA,Average,Moderate to high,Demersal or benthic,NA,Asterias,Asterias,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Echinodermata_Asteroidea,Y,E,N,N,TRUE,FALSE
Asterina pancerii,Asterina pancerii,Asterina,Asteroidea,Echinodermata,Asterina,"Lopez-Marquez, V; Acevedo, I; Manjon-Cabeza, ME; Garcia-Jimenez, R; Templado, J; Machordom, A",2018,"Looking for morphological evidence of cryptic species in Asterina Nardo, 1834 (Echinodermata: Asteroidea). The redescription of Asterina pancerii (Gasco, 1870) and the description of two new species",INVERTEBRATE SYSTEMATICS,32,505,523,Echinodermata,"Genetic, Morphological","mtDNA, other nuclear, ITS",2,Statistic,Allopatric,NA,NA,TRUE,10,4,10,4,mediterranean,NA,Direct development,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Asterina pancerii,other,15,1876,2,1,0,1,1,10,4,10,4,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Asterina pancerii,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,Very low or null,Demersal or benthic,NA,Asterina,Asterina,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Echinodermata_Asteroidea,Y,E,N,N,TRUE,FALSE
Asterina phylactica,Asterina phylactica,Asterina,Asteroidea,Echinodermata,Asterina,"Lopez-Marquez, V; Acevedo, I; Manjon-Cabeza, ME; Garcia-Jimenez, R; Templado, J; Machordom, A",2018,"Looking for morphological evidence of cryptic species in Asterina Nardo, 1834 (Echinodermata: Asteroidea). The redescription of Asterina pancerii (Gasco, 1870) and the description of two new species",INVERTEBRATE SYSTEMATICS,32,505,523,Echinodermata,"Genetic, Morphological","mtDNA, other nuclear, ITS",2,Statistic,Allopatric,NA,NA,TRUE,66,11,66,11,"Atlantic, Mediterranean",NA,Direct development,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Asterina phylactica,other,15,1979,2,1,0,1,1,66,11,66,11,FALSE,TRUE,FALSE,FALSE,FALSE,1,100,Asterina phylactica,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,Very low or null,Demersal or benthic,NA,Asterina,Asterina,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Echinodermata_Asteroidea,Y,E,N,N,TRUE,FALSE
Asteronyx loveni,Asteronyx loveni,Asteronyx,Ophiuroidea,Echinodermata,Asteronyx,"Okanishi, M; Sentoku, A; Martynov, A; Fujita, T",2018,"A new cryptic species of Asteronyx Muller and Troschel, 1842 (Echinodermata: Ophiuroidea), based on molecular phylogeny and morphology, from off Pacific Coast of Japan",ZOOLOGISCHER ANZEIGER,274,14,33,Echinodermata,"Genetic, Morphological",mtDNA,2,Diagnostic,Sympatric,NA,NA,TRUE,24,6,68,6,pacific,NA,Lecithotrophic,Deep sea,Demersal or benthic,Asteronyx loveni,other,6,1842,1,1,0,1,1,24,6,68,6,TRUE,TRUE,TRUE,TRUE,FALSE,4,100,Asteronyx loveni,TRUE,TRUE,nuc&mito,Sympatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,NA,Inaccessible,NA,Demersal or benthic,NA,Asteronyx,Asteronyx,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Echinodermata_Ophiuroidea,Y,E,N,N,FALSE,TRUE
Asthenosoma ijimai,Asthenosoma ijimai,Asthenosoma,Echinoidea,Echinodermata,Asthenosoma,"Matsuoka, N; Kohyama, K; Arakawa, E; Amemiya, S",2004,Molecular evidence of the existence of two sibling species within the Echinothurioid echinoid Asthenosoma ijimai from Japanese waters,ZOOLOGICAL SCIENCE,21,1057,1061,Echinodermata,Genetic,Allozymes,2,NA,Sympatric,NA,NA,TRUE,24,1,NA,NA,Pacific,NA,Lecithotrophic,Rocky shore,Demersal or benthic,Asthenosoma ijimai,other,6,1897,1,1,0,1,1,24,1,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,Asthenosoma ijimai,FALSE,FALSE,No seq,Sympatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore,Demersal or benthic",TRUE,NA,Rocky,Average,NA,Demersal or benthic,NA,Asthenosoma,Asthenosoma,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Echinodermata_Echinoidea,Y,E,N,N,NA,TRUE
"Astralium \rhodostomum\""""",Astralium rhodostomum,Astralium,Gastropoda,Mollusca,Astralium,"Meyer, CP; Geller, JB; Paulay, G",2005,Fine scale endemism on coral reefs: Archipelagic differentiation in turbinid gastropods,EVOLUTION,59,113,125,Mollusca,"Genetic, Morphological",mtDNA,30,No differentiation,"Allopatric, Sympatric",NA,NA,NA,278,40,NA,40,Indo-Pacific,"There are two major clades differentiated by head color, but the 30 ESUs do not have further differences. The two major color clades are sympatric; the 30 ESUs are mostly allopatric",Lecithotrophic,Coral reef,Demersal or benthic,"Astralium \rhodostomum\""""",other,22,1822,1,1,0,1,1,278,40,NA,40,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Astralium rhodostomum,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,Astralium,Astralium,"Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE
Astrotoma agassizii,Astrotoma agassizii,Astrotoma,Ophiuroidea,Echinodermata,Astrotoma,"Jossart, Q; Sands, CJ; Sewell, MA",2019,Dwarf brooder versus giant broadcaster: combining genetic and reproductive data to unravel cryptic diversity in an Antarctic brittle star,HEREDITY,123,622,633,Echinodermata,"Genetic, Morphological, Reproductive",mtDNA,7,Statistic,"Allopatric, Sympatric",NA,Yes,TRUE,227,40,233,40,Antarctica,NA,"Planktotroph, Brooding",Deep sea,Demersal or benthic,Astrotoma agassizii,other,4,1875,1,1,0,1,1,227,40,233,40,FALSE,FALSE,FALSE,TRUE,TRUE,2,100,Astrotoma agassizii,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,NA,Inaccessible,Very low or null,Demersal or benthic,NA,Astrotoma,Astrotoma,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Echinodermata_Ophiuroidea,Y,E,N,N,TRUE,TRUE
Astrotorhynchus bifidus,Astrotorhynchus bifidus,Astrotorhynchus,NA,Platyhelminthes,Astrotorhynchus,"Van Steenkiste, NWL; Herbert, ER; Leander, BS",2018,Species diversity in the marine microturbellarian Astrotorhynchus bifidus sensu lato (Platyhelminthes: Rhabdocoela) from the Northeast Pacific Ocean,MOLECULAR PHYLOGENETICS AND EVOLUTION,120,259,273,Platyhelminthes,"Genetic, Morphological","mtDNA, ITS",5,Diagnostic,Sympatric,NA,NA,TRUE,44,6,44,4,Eastern Pacific,NA,Direct development,"Soft sediment, Coastal, Meiofauna",Demersal or benthic,Astrotorhynchus bifidus,other,4,1874,1,1,0,1,1,44,6,44,4,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,Astrotorhynchus bifidus,TRUE,TRUE,nuc&mito,Sympatric,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Meiofauna,Demersal or benthic",TRUE,25,Sediment,Average,Very low or null,Demersal or benthic,NA,Astrotorhynchus,Astrotorhynchus,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Platyhelminthes_NA,NA,NA,NA,NA,FALSE,TRUE
symmetron lucayanum,Asymmetron lucayanum,Asymmetron,Leptocardii,Chordata,Asymmetron,"Kon, T; Nohara, M; Nishida, M; Sterrer, W; Nishikawa, T",2006,Hidden ancient diversification in the circumtropical lancelet Asymmetron lucayanum complex,MARINE BIOLOGY,149,875,883,cephalochordata,Genetic,mtDNA,3,NA,"Allopatric, Sympatric",NA,NA,NA,80,7,NA,NA,"Atlantic, Pacific",NA,"Pelagic, probably 1,5 month or more (4, see bottom box)","Coastal,  benthic inhabiting sandy, shell-sand bottoms","Demersal or benthic, coastal",Asymmetron lucayanum,other,2,1893,1,1,0,1,1,80,7,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Asymmetron lucayanum,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,  benthic inhabiting sandy, shell-sand bottoms,Demersal or benthic, coastal",TRUE,25,NA,Average,Moderate to high,Demersal or benthic,NA,Asymmetron,symmetron,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Chordata_Leptocardii,N,E,N,N,NA,TRUE
Atherinomorus lacunosus,Atherinomorus lacunosus,Atherinomorus,Actinopterygii,Chordata,Atherinomorus,"Bucciarelli, G; Golani, D; Bernardi, G",2002,"Genetic cryptic species as biological invaders: the case of a Lessepsian fish migrant, the hardyhead silverside Atherinomorus lacunosus",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,273,143,149,Fish,Genetic,mtDNA,2,NA,Allopatric,NA,NA,NA,34,4,NA,NA,"Mediterranean, Red Sea",larval info not given.,"Planktotroph, pelagic",Pelagic,Pelagic,Atherinomorus lacunosus,other,13,1801,1,1,0,1,1,34,4,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Atherinomorus lacunosus,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Atherinomorus,Atherinomorus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Atractoscion aequidens,Atractoscion aequidens,Atractoscion,Actinopterygii,Chordata,Atractoscion,"Henriques, R; Potts, WM; Sauer, WH; Santos, CV; Kruger, J; Thomas, JA; Shaw, PW",2016,"Molecular genetic, life-history and morphological variation in a coastal warm-temperate sciaenid fish: evidence for an upwelling-driven speciation event",JOURNAL OF BIOGEOGRAPHY,43,1820,1831,Fish,"Genetic, Morphological, Reproductive",mtDNA,2,No differentiation,Allopatric,NA,Yes,TRUE,402,8,85,10,Atlantic Ocean,NA,"Planktotroph, pelagic","Pelagic, Coastal","Pelagic, Coastal",Atractoscion aequidens,other,5,1830,1,1,0,1,1,402,8,85,10,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Atractoscion aequidens,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,NA,Atractoscion,Atractoscion,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE
Atrina assimilis,Atrina assimilis,Atrina,Bivalvia,Mollusca,Atrina,"Lemer, Sarah; Buge, Barbara; Bemis, Amanda; Giribet, Gonzalo",2014,"First molecular phylogeny of the circumtropical bivalve family Pinnidae (Mollusca, Bivalvia): Evidence for high levels of cryptic species diversity",MOLECULAR PHYLOGENETICS AND EVOLUTION,75,11,23,Mollusca,Genetic,"mtDNA, other nuclear",NA,NA,Sympatric,NA,NA,TRUE,NA,NA,NA,NA,Tropical,NA,Unknown,"Soft sediment, Seagrass",Demersal or benthic,Atrina assimilis,other,30,1858,5,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atrina assimilis,TRUE,TRUE,nuc&mito,Sympatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Seagrass,Demersal or benthic",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Atrina,Atrina,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,TRUE
Atrina exusta,Atrina exusta,Atrina,Bivalvia,Mollusca,Atrina,"Lemer, Sarah; Buge, Barbara; Bemis, Amanda; Giribet, Gonzalo",2014,"First molecular phylogeny of the circumtropical bivalve family Pinnidae (Mollusca, Bivalvia): Evidence for high levels of cryptic species diversity",MOLECULAR PHYLOGENETICS AND EVOLUTION,75,11,23,Mollusca,Genetic,"mtDNA, other nuclear",NA,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,Tropical,NA,Unknown,"Soft sediment, Seagrass",Demersal or benthic,Atrina exusta,other,30,1791,5,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atrina exusta,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Seagrass,Demersal or benthic",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Atrina,Atrina,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,FALSE
Atrina pectinata,Atrina pectinata,Atrina,Bivalvia,Mollusca,Atrina,"Liu, Jun; Li, Qi; Kong, Lingfeng; Zheng, Xiaodong",2011,Cryptic diversity in the pen shell Atrina pectinata (Bivalvia: Pinnidae): high divergence and hybridization revealed by molecular and morphological data,MOLECULAR ECOLOGY,20,4332,4345,Mollusca,"Genetic, Morphological","mtDNA, ITS",5,Statistic,"Allopatric, Sympatric",NA,NA,TRUE,352,16,352,16,Indo-Pacific,NA,Planktotroph,"Soft sediment, Coastal","Demersal or benthic, Coastal",Atrina pectinata,other,30,1767,1,1,0,1,1,352,16,352,16,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Atrina pectinata,TRUE,TRUE,nuc&mito,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,Sediment,Average,NA,Demersal or benthic,NA,Atrina,Atrina,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Mollusca_Bivalvia,Y,E,N,N,TRUE,TRUE
Atrina rigida,Atrina rigida,Atrina,Bivalvia,Mollusca,Atrina,"Lemer, Sarah; Buge, Barbara; Bemis, Amanda; Giribet, Gonzalo",2014,"First molecular phylogeny of the circumtropical bivalve family Pinnidae (Mollusca, Bivalvia): Evidence for high levels of cryptic species diversity",MOLECULAR PHYLOGENETICS AND EVOLUTION,75,11,23,Mollusca,Genetic,"mtDNA, other nuclear",2,NA,Allopatric,NA,NA,NA,NA,NA,NA,NA,Tropical,NA,Planktotroph,"Soft sediment, Seagrass",Demersal or benthic,Atrina rigida,other,30,1786,5,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Atrina rigida,TRUE,TRUE,nuc&mito,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Seagrass,Demersal or benthic",TRUE,10,Sediment,Average,NA,Demersal or benthic,NA,Atrina,Atrina,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,FALSE
Atule mate,Atule mate,Atule,Actinopterygii,Chordata,Atule,"Jaafar, Tun Nurul Aimi Mat; Taylor, Martin I.; Nor, Siti Azizah Mohd; de Bruyn, Mark; Carvalho, Gary R.",2012,DNA Barcoding Reveals Cryptic Diversity within Commercially Exploited Indo-Malay Carangidae (Teleosteii: Perciformes),PLOS ONE,7,NA,NA,Fish,Genetic,mtDNA,2,NA,Sympatric,NA,NA,NA,NA,NA,NA,NA,Indo-Pacific,Morphology used only to identify morphospecies before sequencing,Planktotroph,Coastal,Coastal,Atule mate,other,1,1833,3,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,100,Atule mate,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,NA,NA,Average,NA,NA,NA,Atule,Atule,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,TRUE
Aurelia labiata,Aurelia labiata,Aurelia,Scyphozoa,Cnidaria,Aurelia,"Gershwin, LA",2001,Systematics and biogeography of the jellyfish Aurelia labiata (Cnidaria : Scyphozoa),BIOLOGICAL BULLETIN,201,104,119,Cnidaria,"Morphological, Genetic (previous study)","Allozymes, other nuclear, 18S (previous cited study)",2,Diagnostic,Allopatric,NA,NA,TRUE,NA,NA,NA,NA,Pacific,NA,"Pelagic, Demersal or benthic",Pelagic,Pelagic,Aurelia labiata,other,10,1821,1,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,Aurelia labiata,TRUE,TRUE,nuc&mito,Allopatric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,Aurelia,Aurelia,Allopatric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cnidaria_Scyphozoa,N,E,N,N,FALSE,FALSE
Auritoglyptes bicornis,Auritoglyptes bicornis,Auritoglyptes,Thecostraca,Arthropoda,Auritoglyptes,"Chan, Benny K. K.; Cheang, Chi Chiu; Chen, I-Han; Kolbasov, Gregory A.",2013,"Acrothoracican barnacles (Lithoglyptida) in Taiwan, including the taxonomic status of Balanodytes taiwanus Utinomi, 1950 and cryptic diversity of Auritoglyptes bicornis (Aurivillius, 1892)",ZOOTAXA,3694,221,239,Arthropoda,"Genetic, Morphological",mtDNA,3,No differentiation,Sympatric,NA,NA,NA,7,2,7,2,Pacific,NA,Planktotroph,"Coastal, Intertidal or tide pools, mollusc shells","Demersal or benthic, Coastal",Auritoglyptes bicornis,other,1,1892,1,1,0,1,1,7,2,7,2,NA,NA,NA,NA,NA,NA,NA,Auritoglyptes bicornis,TRUE,TRUE,nuc&mito,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools, mollusc shells,Demersal or benthic, Coastal",TRUE,5,NA,Accessible,NA,Demersal or benthic,NA,Auritoglyptes,Auritoglyptes,Sympatric,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,TRUE
