Species	Phylum	IsInSurvey	year
Cyclaspis_pura	Arthropoda	No	NA
Psettina_tosana	Chordata	No	NA
Mimachlamys_scabricostata	Mollusca	No	NA
Phyllodina_squamifera	Mollusca	No	NA
Palmadusta_lutea	Mollusca	No	NA
Harpadon_microchir	Chordata	No	NA
Prismatopus_spatulifer	Arthropoda	No	NA
Eviota_smaragdus	Chordata	No	NA
Crypthelia_cymas	Cnidaria	No	1986
Microcarina_surgerea	Mollusca	No	NA
Catomerus_polymerus	Arthropoda	No	NA
Stelletta_purpurea	Porifera	No	1884
Simorhynchotus_antennarius	Arthropoda	No	NA
Goniobranchus_tinctorius	Mollusca	No	NA
Haliclona_(Reniera)_topsenti	Porifera	No	NA
Iridona_iridescens	Mollusca	No	NA
Arene_variabilis	Mollusca	No	NA
AmorphiNopsis_maculosa	Porifera	No	NA
Gammaropsis_sophiae	Arthropoda	No	NA
Terebra_lauretanae	Mollusca	No	NA
Leptomysis_mediterranea	Arthropoda	No	1877
Alcyonidium_albidum	Bryozoa	No	NA
Osteomugil_engeli	Chordata	No	NA
Magelona_berkeleyi	Annelida	No	1971
Bleekeria_mitsukurii	Chordata	No	NA
Pseudarchaster_gracilis	EchiNodermata	No	NA
Clathria_(Thalysias)_cervicornis	Porifera	No	NA
Arietellus_setosus	Arthropoda	No	NA
Ophiolepis_impressa	EchiNodermata	No	1859
Mustelus_henlei	Chordata	No	NA
Premocyathus_dentiformis	Cnidaria	No	1902
Pitar_rostratus	Mollusca	No	NA
Arcteobia_anticostiensis	Annelida	No	NA
Ventrifossa_atherodon	Chordata	No	NA
Homostolus_acer	Chordata	No	NA
Occidentarius_platypogon	Chordata	No	NA
Nerocila_orbignyi	Arthropoda	No	NA
Peltaster_placenta	EchiNodermata	No	NA
Bollmannia_umbrosa	Chordata	No	NA
Okamejei_leptoura	Chordata	No	2008
Metopa_bruzelii	Arthropoda	No	NA
Laevicardium_oblongum	Mollusca	No	NA
Elthusa_vulgaris	Arthropoda	No	1857
Petaloproctus_borealis	Annelida	No	NA
Salmaciella_dussumieri	EchiNodermata	No	1846
Plesiobatis_daviesi	Chordata	No	NA
Perinereis_vancaurica	Annelida	No	NA
Polyplumaria_flabellata	Cnidaria	No	1874
Elassodiscus_tremebundus	Chordata	No	NA
Calliostoma_allporti	Mollusca	No	NA
Helcogramma_fuscipectoris	Chordata	No	NA
Ophiacantha_placida	EchiNodermata	No	NA
Amperima_rosea	EchiNodermata	No	NA
CariNoma_tremaphoros	Nemertea	No	1900
Nucella_lamellosa	Mollusca	No	NA
Daptonema_trichinus	Nematoda	No	NA
PhaNogenia_gracilis	EchiNodermata	Yes	NA
Phasianella_angasi	Mollusca	No	NA
Acanthosquilla_multifasciata	Arthropoda	No	1895
Ctenactis_albitentaculata	Cnidaria	No	1989
Bairdoppilata_alcyonicola	Arthropoda	No	1969
AucheNoplax_mesos	Annelida	No	1977
Ceratoserolis_trilobitoides	Arthropoda	No	1833
Ellisella_schmitti	Cnidaria	No	NA
Rajella_bathyphila	Chordata	No	NA
Liotella_compacta	Mollusca	No	NA
Trachyscorpia_cristulata	Chordata	No	NA
CalaNoides_brevicornis	Arthropoda	No	NA
Warrana_lunata	Mollusca	No	2002
Parazoanthus_axinellae	Cnidaria	No	1862
Apletodon_pellegrini	Chordata	No	NA
Trochus_intextus	Mollusca	No	NA
Achelous_floridanus	Arthropoda	No	NA
Leptatherina_wallacei	Chordata	No	NA
Rhamphosmittina_bassleri	Bryozoa	No	NA
Trapezia_tigrina	Arthropoda	No	NA
Notoplites_elongatus	Bryozoa	No	NA
Euspira_intricata	Mollusca	No	NA
Crepipatella_dorsata	Mollusca	No	NA
Protoreaster_lincki	EchiNodermata	No	NA
Acanthurus_japonicus	Chordata	No	NA
Leucon_(Leucon)_homorhynchus	Arthropoda	No	NA
Oxyurichthys_aucheNolepis	Chordata	No	NA
Chlanidota_paucispiralis	Mollusca	No	1951
Ilypnus_gilberti	Chordata	No	NA
Satyrichthys_adeni	Chordata	No	NA
Triphyllozoon_moniliferum	Bryozoa	No	NA
Cribrilaria_venusta	Bryozoa	No	NA
Gobioides_broussonnetii	Chordata	No	NA
Agaricia_undata	Cnidaria	No	NA
Centrocardita_squamigera	Mollusca	No	NA
Nebularia_eremitarum	Mollusca	No	NA
Aclophoropsis_festiva	Mollusca	No	NA
Trachipterus_arcticus	Chordata	No	NA
Cellarinella_watersi	Bryozoa	No	NA
Symphodus_doderleini	Chordata	No	NA
Paraplesiops_poweri	Chordata	No	NA
Loxoconcha_rhomboidea	Arthropoda	No	NA
Nematopagurus_meiringae	Arthropoda	No	1998
Lycodes_japonicus	Chordata	No	NA
Iso_natalensis	Chordata	No	NA
Metapenaeopsis_gallensis	Arthropoda	No	NA
Plectorhinchus_multivittatus	Chordata	No	NA
Eusarsiella_paniculata	Arthropoda	No	1986
Aclophoropsis_maculosa	Mollusca	No	NA
Macrorhamphosodes_platycheilus	Chordata	No	NA
Epimeria_(Epimeriella)_macronyx	Arthropoda	No	NA
Policordia_gemma	Mollusca	No	NA
Munidopsis_bispiNoculata	Arthropoda	No	1988
Asterina_fimbriata	EchiNodermata	No	1875
Aspidontus_tractus	Chordata	No	NA
Goniocidaris_impressa	EchiNodermata	No	1926
Molgula_oculata	Chordata	No	1848
Profundiconus_profundorum	Mollusca	No	NA
Micromussa_regularis	Cnidaria	No	2000
PolyacanthoNotus_challengeri	Chordata	No	NA
CteNodiscus_procurator	EchiNodermata	No	1889
Bathylagoides_argyrogaster	Chordata	No	NA
Acanthopagrus_latus	Chordata	No	NA
Siphonaria_oculus	Mollusca	No	1848
Anchoviella_guianensis	Chordata	No	NA
Amphiprion_sandaraciNos	Chordata	No	NA
Fimbriosthenelais_hobbsi	Annelida	No	1971
Arothron_mappa	Chordata	No	NA
Harpiliopsis_depressa	Arthropoda	No	NA
Melita_inaequistylis	Arthropoda	No	NA
Stygiopontius_hispidulus	Arthropoda	No	1987
Pteria_penguin	Mollusca	No	NA
Chatrabus_melanurus	Chordata	No	NA
Theristus_blandicor	Nematoda	No	NA
Myra_subgranulata	Arthropoda	No	1877
Halichoeres_brownfieldi	Chordata	No	NA
CteNocidaris_rugosa	EchiNodermata	No	NA
Sclerasterias_dubia	EchiNodermata	No	NA
Acrocirrus_frontifilis	Annelida	No	1860
Morula_echinata	Mollusca	No	NA
Lepidotrigla_carolae	Chordata	No	NA
Pempheris_ypsilychnus	Chordata	No	1996
Paralabrax_auroguttatus	Chordata	No	NA
Solaster_dawsoni	EchiNodermata	No	1880
Hourstonius_laguna	Arthropoda	No	NA
Euchaeta_paraconcinna	Arthropoda	No	1957
Modiolus_philippinarum	Mollusca	No	NA
Pseudotorinia_delectabilis	Mollusca	No	NA
Propeamussium_watsoni	Mollusca	No	NA
Cellarinella_Nodulata	Bryozoa	No	NA
Salmacis_bicolor	EchiNodermata	No	1846
Marginella_piperata	Mollusca	No	1844
Lobotes_pacificus	Chordata	No	NA
Neolepton_antipodum	Mollusca	No	NA
ThysaNocardia_nigra	Sipuncula	Yes	NA
Desmosoma_lineare	Arthropoda	No	1864
Amphiura_proposita	EchiNodermata	No	1922
Engyprosopon_latifrons	Chordata	No	NA
Eatonina_fulgida	Mollusca	No	NA
Microstomus_achne	Chordata	No	NA
Sepioteuthis_sepioidea	Mollusca	No	NA
Ancylocheles_gravelei	Arthropoda	No	NA
Firoloida_desmarestia	Mollusca	No	NA
Araeosoma_belli	EchiNodermata	No	1903
LitoNotaster_intermedius	EchiNodermata	No	NA
Munida_amathea	Arthropoda	No	1991
Plesionika_reflexa	Arthropoda	No	1985
Bathyanthias_cubensis	Chordata	No	NA
Calyptotheca_variolosa	Bryozoa	No	NA
Hydroides_minax	Annelida	No	1878
Lycenchelys_crotalinus	Chordata	No	NA
Philomedes_(Philomedes)_lilljeborgi	Arthropoda	No	NA
SteNorhynchus_yangi	Arthropoda	No	1989
Colus_pubescens	Mollusca	No	NA
Loxechinus_albus	EchiNodermata	No	NA
Kellia_simulans	Mollusca	No	NA
ThysaNophrys_celebica	Chordata	No	NA
Microgobius_erectus	Chordata	No	NA
Nassarius_callospira	Mollusca	No	NA
Inimicus_didactylus	Chordata	No	NA
Glyphocrangon_alispina	Arthropoda	No	1939
Brookula_nepeanensis	Mollusca	No	NA
Archosargus_pourtalesii	Chordata	No	NA
Scyllarides_herklotsii	Arthropoda	No	NA
Entosphenus_tridentatus	Chordata	No	NA
Diplodus_bellottii	Chordata	No	NA
Pterygia_crenulata	Mollusca	No	NA
Hippocampus_angustus	Chordata	No	NA
Nanula_tasmanica	Mollusca	No	NA
Polycirrus_octosetus	Annelida	No	NA
Zemysina_globularis	Mollusca	No	NA
Astrodia_tenuispina	EchiNodermata	No	NA
Clinus_agilis	Chordata	No	NA
Ophioscion_typicus	Chordata	No	NA
Callipallene_phantoma	Arthropoda	No	NA
Amphipholis_januarii	EchiNodermata	No	1866
Ascidonia_flavomaculata	Arthropoda	No	NA
Solea_senegalensis	Chordata	No	NA
Paradexamine_thadalee	Arthropoda	No	NA
Chicoreus_axicornis	Mollusca	No	NA
Coleusia_magna	Arthropoda	No	NA
Keenaea_centifilosa	Mollusca	No	1864
Neanthes_pachychaeta	Annelida	No	NA
Psettina_gigantea	Chordata	No	NA
Trophon_minutus	Mollusca	No	NA
Decipisagitta_sibogae	Chaetognatha	No	NA
Soleichthys_microcephalus	Chordata	No	NA
Corymorpha_microrhiza	Cnidaria	No	NA
Paranarthrura_intermedia	Arthropoda	No	1982
Cyclostremiscus_pentagonus	Mollusca	No	NA
Ammothea_glacialis	Arthropoda	No	NA
Chlorodiella_barbata	Arthropoda	No	NA
Cladolabes_perspicillum	EchiNodermata	No	NA
Glossocardia_obesa	Mollusca	No	NA
Ostorhinchus_properuptus	Chordata	No	NA
Mycale_(Mycale)_tridens	Porifera	No	NA
Microgobius_emblematicus	Chordata	No	NA
Pagurus_defensus	Arthropoda	No	NA
Raphitoma_echinata	Mollusca	No	NA
Stellifer_illecebrosus	Chordata	No	NA
Veprichlamys_perillustris	Mollusca	No	NA
Cavilinga_blanda	Mollusca	No	NA
Campylaspis_sulcata	Arthropoda	No	NA
Acrenhydrosoma_perplexum	Arthropoda	No	NA
Halopteris_diaphana	Cnidaria	No	NA
Seriola_peruana	Chordata	No	NA
Vitreolina_arcuata	Mollusca	No	NA
Anatoma_japonica	Mollusca	No	NA
Aldrovandia_gracilis	Chordata	No	NA
Marilyna_meraukensis	Chordata	No	NA
Procerodes_littoralis	Platyhelminthes	No	1768
Microeulima_terebralis	Mollusca	No	NA
Lanassa_Nordenskioldi	Annelida	No	1866
Granicorium_indutum	Mollusca	No	NA
Cylichnatys_campanula	Mollusca	No	NA
Antrechinus_mortenseni	EchiNodermata	No	1990
Diplasterias_octoradiata	EchiNodermata	No	1885
ScaleNostoma_lodderae	Mollusca	No	NA
Tryphosella_schneideri	Arthropoda	No	NA
Eudistoma_amplum	Chordata	No	NA
Halaelurus_sellus	Chordata	No	2007
Paphies_donacina	Mollusca	No	NA
Uropterygius_macularius	Chordata	No	NA
Upogebia_major	Arthropoda	No	1839
Cosmioconcha_nitens	Mollusca	No	NA
Lauridromia_intermedia	Arthropoda	No	NA
Bistolida_brevidentata	Mollusca	No	NA
Argilloecia_coNoidea	Arthropoda	No	1922
NiNoe_armoricana	Annelida	No	1968
Orchomenella_cavimanus	Arthropoda	No	NA
Thalamita_sexlobata	Arthropoda	No	NA
Calcinus_guamensis	Arthropoda	No	1984
Alocopocythere_reticulata	Arthropoda	No	1964
Hedingia_albicans	EchiNodermata	No	NA
Lupocyclus_philippinensis	Arthropoda	No	NA
Austrocypraea_reevei	Mollusca	No	NA
Geodia_carolae	Porifera	No	NA
Rhabdoblennius_sNowi	Chordata	No	NA
Thylacodes_arenarius	Mollusca	No	NA
Pseudoscopelus_scriptus	Chordata	No	NA
Herdmania_pallida	Chordata	No	NA
Paracalyptrophora_josephinae	Cnidaria	No	NA
Melampus_bidentatus	Mollusca	Yes	NA
Hyalopecten_pudicus	Mollusca	No	NA
Truncatoflabellum_veroni	Cnidaria	No	1998
Nerita_japonica	Mollusca	No	1860
Trimma_flavatrum	Chordata	No	2007
Abranda_languida	Mollusca	No	NA
Amage_adspersa	Annelida	No	NA
Cytheropteron_pseudoinflatum	Arthropoda	No	1996
Josephella_marenzelleri	Annelida	No	1896
Cellarinella_margueritae	Bryozoa	No	1956
Epideira_torquata	Mollusca	No	NA
Wellsopsyllus_(Scottopsyllus)_miNor	Arthropoda	No	NA
Octopus_warringa	Mollusca	No	NA
Kempella_mikado	Arthropoda	No	NA
Petrolisthes_eriomerus	Arthropoda	No	1871
Coregonus_huntsmani	Chordata	No	NA
Eusynstyela_floridana	Chordata	No	NA
Tetraclita_squamosa	Arthropoda	Yes	NA
Amphinema_rugosum	Cnidaria	No	NA
Lasaea_rubra	Mollusca	No	NA
Theonella_xantha	Porifera	No	NA
Coriophora_fusca	Mollusca	No	NA
Pseudobiceros_bedfordi	Platyhelminthes	No	NA
Chicomurex_laciniatus	Mollusca	No	NA
Polycheles_baccatus	Arthropoda	No	1878
Ophiura_(DicteNophiura)_stellata	EchiNodermata	No	NA
Ephippus_orbis	Chordata	No	NA
Neobythites_ocellatus	Chordata	No	NA
Zoramia_viridiventer	Chordata	No	2005
Pseudocythereis_spinifera	Arthropoda	No	1928
Anadara_rufescens	Mollusca	No	NA
Oxyonchus_dentatus	Nematoda	No	NA
Rhabdodemania_miNor	Nematoda	No	NA
Parastarte_triquetra	Mollusca	No	NA
Apogon_carinatus	Chordata	No	NA
Diplobatis_pictus	Chordata	No	NA
Menaethius_orientalis	Arthropoda	No	NA
Epimeria_(Hoplepimeria)_inermis	Arthropoda	No	NA
Cephaloscyllium_albipinnum	Chordata	No	2008
Hemigobius_hoevenii	Chordata	No	NA
Ophiura_pteracantha	EchiNodermata	No	1982
Hemiscyllium_ocellatum	Chordata	No	NA
Hyotissa_inermis	Mollusca	No	NA
Euchirella_truncata	Arthropoda	No	NA
Amphiura_arcystata	EchiNodermata	No	1911
Grammoplites_scaber	Chordata	No	NA
SyNodus_kaianus	Chordata	No	NA
Dermatopsis_macrodon	Chordata	No	NA
Protankyra_bidentata	EchiNodermata	No	NA
Plectorhinchus_chrysotaenia	Chordata	No	NA
Mactra_cordiformis	Mollusca	No	1854
Neochanna_cleaveri	Chordata	No	NA
Ervilia_nitens	Mollusca	No	NA
Phyllodoce_patagonica	Annelida	No	NA
Macteola_interrupta	Mollusca	No	NA
Paraliparis_ulochir	Chordata	No	NA
Transorchestia_marlo	Arthropoda	No	2008
ENoplolaimus_conicollis	Nematoda	No	1952
Lepophidium_jeannae	Chordata	No	NA
Acanthochitona_bednalli	Mollusca	No	NA
Scaphocalanus_medius	Arthropoda	No	NA
Protodriloides_symbioticus	Annelida	No	NA
Dichelaspis_orthogonia	Arthropoda	No	1852
Kirkegaardia_serrata	Annelida	No	NA
Bothus_constellatus	Chordata	No	NA
Octopus_bimaculatus	Mollusca	No	1883
Aricidea_Nolani	Annelida	No	NA
Coelorinchus_cingulatus	Chordata	No	NA
CoNomurex_persicus	Mollusca	No	NA
Conus_regius	Mollusca	No	NA
Bathycardita_raouli	Mollusca	No	NA
Polymastia_granulosa	Porifera	No	1924
Chelarctus_cultrifer	Arthropoda	No	NA
Protohyale_(Boreohyale)_camptonyx	Arthropoda	No	NA
Cheilodactylus_gibbosus	Chordata	No	NA
Acromegalomma_lobiferum	Annelida	No	NA
Bathycongrus_dubius	Chordata	No	NA
Latrunculia_(Latrunculia)_brevis	Porifera	No	NA
Pleuronichthys_cornutus	Chordata	No	NA
AntheNoides_cristatus	EchiNodermata	No	1889
Chondrochelia_occiporta	Arthropoda	No	NA
Echidna_unicolor	Chordata	No	NA
Ethusa_orientalis	Arthropoda	No	NA
Americoliva_reticularis	Mollusca	No	NA
Polycarpa_aurata	Chordata	No	NA
Amphiura_(Fellaria)_vadicola	EchiNodermata	No	NA
Capnea_sanguinea	Cnidaria	No	NA
Henryhowella_(Neohenryhowella)_hartmanni	Arthropoda	No	NA
Blastomussa_wellsi	Cnidaria	No	1973
Euphausia_spinifera	Arthropoda	No	NA
Lythrypnus_elasson	Chordata	No	NA
Aetideus_bradyi	Arthropoda	No	NA
Schwartziella_bryerea	Mollusca	No	NA
Nototodarus_hawaiiensis	Mollusca	No	NA
Brisaster_moseleyi	EchiNodermata	No	NA
Sthenelais_fusca	Annelida	No	1897
Hypanus_longus	Chordata	No	NA
Conasprella_mazei	Mollusca	No	NA
Synalpheus_hemphilli	Arthropoda	No	1909
Paraplotosus_butleri	Chordata	No	1998
Hypoatherina_tropicalis	Chordata	No	NA
Alope_orientalis	Arthropoda	No	NA
Haliichthys_taeniophorus	Chordata	No	NA
Axinella_shoemakeri	Porifera	No	NA
Margarella_crebrilirulata	Mollusca	No	NA
Sphoeroides_nephelus	Chordata	No	NA
Paraclinus_altivelis	Chordata	No	NA
Periclimenes_iridescens	Arthropoda	No	1949
Gemelliporina_glabra	Bryozoa	No	NA
Laganum_boninense	EchiNodermata	No	1948
SyrNola_aurantiaca	Mollusca	No	NA
Benthogone_rosea	EchiNodermata	No	1895
Ophiura_palliata	EchiNodermata	No	NA
Acanthohaustorius_spiNosus	Arthropoda	No	NA
Scina_oedicarpus	Arthropoda	No	1895
Plesionika_alcocki	Arthropoda	No	NA
Gunnarea_gaimardi	Annelida	No	NA
Heterostichus_rostratus	Chordata	No	NA
Paramonacanthus_curtorhynchos	Chordata	No	NA
Pseudosuberites_hyalinus	Porifera	No	NA
Anthopleura_krebsi	Cnidaria	No	NA
LepidoNotopodium_fimbriatum	Annelida	No	1983
Polycopetta_bransfieldensis	Arthropoda	No	1987
Nassarius_creNoliratus	Mollusca	No	NA
Tryphosella_bicheNo	Arthropoda	No	2011
Tanystylum_neorhetum	Arthropoda	No	NA
Bathydraco_marri	Chordata	No	NA
Pagurus_brandti	Arthropoda	No	NA
Orania_pacifica	Mollusca	No	NA
Pseudostichopus_hyalegerus	EchiNodermata	No	NA
Dentex_tumifrons	Chordata	No	NA
Ithycythara_lanceolata	Mollusca	No	NA
Nassa_francolina	Mollusca	No	NA
Protemblemaria_bicirrus	Chordata	No	NA
Protohydra_leuckarti	Cnidaria	No	1870
Cordagalma_ordinatum	Cnidaria	No	1888
Antarctomysis_ohlinii	Arthropoda	No	1908
CraNosina_coronata	Bryozoa	No	NA
Pegusa_impar	Chordata	No	NA
Chaetozone_jubata	Annelida	No	2003
Sphaerulobryozoon_pedunculatum	Bryozoa	No	1981
Euprymna_berryi	Mollusca	No	1929
Nassarius_subspiNosus	Mollusca	No	NA
Levinsenia_reducta	Annelida	No	NA
Colossendeis_drakei	Arthropoda	No	NA
Oncholaimellus_calvadosicus	Nematoda	No	1890
Calliostoma_euglyptum	Mollusca	No	NA
Azorinus_abbreviatus	Mollusca	No	NA
Sphyrapus_malleolus	Arthropoda	No	1886
BalaNophyllia_(BalaNophyllia)_rediviva	Cnidaria	No	NA
Palaemon_Northropi	Arthropoda	No	NA
Azorinus_minutus	Mollusca	No	NA
Owenia_polaris	Annelida	No	2003
Amphiura_deficiens	EchiNodermata	No	1922
Anthothela_grandiflora	Cnidaria	No	NA
Sinularia_leptoclados	Cnidaria	No	NA
Lutjanus_bengalensis	Chordata	No	NA
Pomadasys_striatus	Chordata	No	NA
SterNoptyx_obscura	Chordata	No	NA
Ophioplinthus_tessellata	EchiNodermata	No	NA
Seila_albosutura	Mollusca	No	NA
Curtitoma_incisula	Mollusca	No	NA
Haliclona_(Reniera)_implexiformis	Porifera	No	NA
Photis_dolichommata	Arthropoda	No	NA
Dulichiella_pacifica	Arthropoda	No	2005
CaeNopedina_porphyrogigas	EchiNodermata	No	2009
Acropora_kimbeensis	Cnidaria	No	1999
Palicus_affinis	Arthropoda	No	NA
Galeolaria_caespitosa	Annelida	Yes	1818
Podocerus_inconspicuus	Arthropoda	No	1888
Heterostylites_major	Arthropoda	No	NA
Banjos_banjos	Chordata	No	NA
Gaimardia_trapesina	Mollusca	No	NA
Lineus_longissimus	Nemertea	No	NA
Hormosoma_scotti	Cnidaria	No	NA
Bankia_setacea	Mollusca	No	NA
ActiNocucumis_typica	EchiNodermata	No	1875
CoNocyathus_zelandiae	Cnidaria	No	1876
Laganum_laganum	EchiNodermata	No	NA
Rostroculodes_borealis	Arthropoda	No	NA
Ricordea_florida	Cnidaria	No	NA
Domiporta_filaris	Mollusca	No	NA
Heteroteuthis_(StephaNoteuthis)_hawaiiensis	Mollusca	No	NA
Callyspongia_(Callyspongia)_fallax	Porifera	No	NA
Chlanidota_chordata	Mollusca	No	NA
Stichodactyla_mertensii	Cnidaria	No	NA
PhryNocrinus_nudus	EchiNodermata	No	1907
Lutjanus_vivanus	Chordata	No	NA
Halieutaea_fumosa	Chordata	No	NA
Spirotropis_studeriana	Mollusca	No	NA
Chondrophellia_coronata	Cnidaria	No	NA
Holothuria_(Vaneyothuria)_integra	EchiNodermata	No	NA
Glycymeris_holoserica	Mollusca	No	NA
Ophiothrix_(Acanthophiothrix)_proteus	EchiNodermata	No	NA
Paraulopus_okamurai	Chordata	No	2002
Eteone_leptotes	Annelida	No	1992
ThysaNozoon_nigropapillosum	Platyhelminthes	No	NA
Eucleoteuthis_lumiNosa	Mollusca	No	NA
Batillaria_zonalis	Mollusca	No	NA
Pleurosicya_coerulea	Chordata	No	1990
Glyphocrangon_neglecta	Arthropoda	No	1896
Catostylus_mosaicus	Cnidaria	No	NA
Euphausia_eximia	Arthropoda	No	NA
Pagurus_bullisi	Arthropoda	No	1963
Paradialychone_ecaudata	Annelida	No	NA
Deltentosteus_collonianus	Chordata	No	NA
Ambassis_urotaenia	Chordata	No	NA
Acanthemblemaria_maria	Chordata	No	1961
Gari_squamosa	Mollusca	No	NA
Narella_hypsocalyx	Cnidaria	No	2012
Apogon_campbelli	Chordata	No	NA
Mycteroperca_xenarcha	Chordata	No	NA
Austropallene_brachyura	Arthropoda	No	NA
Enneapterygius_clarkae	Chordata	No	NA
Chelidoperca_pleurospilus	Chordata	No	NA
Conger_myriaster	Chordata	No	NA
Halieutaea_indica	Chordata	No	NA
Cytheropteron_champlainum	Arthropoda	No	NA
Alaginella_malina	Mollusca	No	NA
Pomadasys_argyreus	Chordata	No	NA
Pustularia_globulus	Mollusca	No	NA
Melithaea_ochracea	Cnidaria	No	NA
Parvamussium_thetidis	Mollusca	No	NA
Phylladiorhynchus_integrirostris	Arthropoda	No	1853
Niphates_digitalis	Porifera	No	NA
Gymnura_marmorata	Chordata	No	NA
SclerobelemNon_theseus	Cnidaria	No	NA
Chiroteuthis_imperator	Mollusca	No	NA
Smaragdia_rangiana	Mollusca	No	NA
Myrichthys_breviceps	Chordata	No	NA
Haedropleura_septangularis	Mollusca	No	NA
Cyphastrea_japonica	Cnidaria	No	1932
Astrangia_haimei	Cnidaria	No	1866
Malacoctenus_versicolor	Chordata	No	NA
Alpheus_euphrosyne	Arthropoda	No	1895
Paraconchoecia_dentata	Arthropoda	No	NA
Philomedes_pentathrix	Arthropoda	No	1989
Metridia_asymmetrica	Arthropoda	No	NA
Dysomma_anguillare	Chordata	No	NA
Lucapinella_limatula	Mollusca	No	NA
Walteria_leuckarti	Porifera	No	1896
Hemitoma_octoradiata	Mollusca	No	NA
Anchoa_exigua	Chordata	No	NA
Haliclona_(Reniera)_manglaris	Porifera	No	NA
Trinectes_paulistanus	Chordata	No	NA
Haumea_rehderi	Mollusca	No	NA
Acentrogobius_moloanus	Chordata	No	NA
Muusoctopus_rigbyae	Mollusca	No	NA
Dallina_septigera	Brachiopoda	No	NA
Pseudotriakis_microdon	Chordata	No	NA
Clinus_heterodon	Chordata	No	NA
Deltocyathus_agassizi	Cnidaria	No	1867
Echeneis_neucratoides	Chordata	No	NA
Halophryne_ocellatus	Chordata	No	NA
LitogyNodiastylis_ambigua	Arthropoda	No	NA
Polycheles_coccifer	Arthropoda	No	2000
Hippocampus_spiNosissimus	Chordata	No	NA
Nematocarcinus_lanceopes	Arthropoda	No	1888
Colpospira_smithiana	Mollusca	No	NA
Clibanarius_longitarsus	Arthropoda	No	NA
Pagurus_hirtimanus	Arthropoda	No	NA
Serejohyale_youngi	Arthropoda	No	NA
Aspidodiadema_jacobyi	EchiNodermata	No	1880
Vaunthompsonia_meridionalis	Arthropoda	No	NA
Aora_maculata	Arthropoda	No	NA
Turbo_kenwilliamsi	Mollusca	No	2008
Latreillia_elegans	Arthropoda	No	1828
Makrokylindrus_(Adiastylis)_tubulicauda	Arthropoda	No	NA
Ancinus_depressus	Arthropoda	No	1818
Nemocardium_bechei	Mollusca	No	1847
Dipulus_caecus	Chordata	No	NA
Philocheras_gorei	Arthropoda	No	NA
Taeniamia_biguttata	Chordata	No	NA
Sympagurus_affinis	Arthropoda	No	NA
Stomias_colubrinus	Chordata	No	NA
Tedania_(Tedaniopsis)_vanhoeffeni	Porifera	No	NA
Spinidrupa_euracantha	Mollusca	No	NA
Porites_colonensis	Cnidaria	No	1990
Bhawania_amboinensis	Annelida	No	1917
Cassis_nana	Mollusca	No	NA
Calcinus_vachoni	Arthropoda	No	1958
Maguimithrax_spiNosissimus	Arthropoda	No	NA
Eurytemora_raboti	Arthropoda	No	NA
Barentsia_benedeni	Entoprocta	No	NA
Canthigaster_compressa	Chordata	No	NA
Paramunida_stichas	Arthropoda	No	1993
Spongiaxius_brucei	Arthropoda	No	1986
Metadesmolaimus_gelana	Nematoda	No	NA
Daphnia_longispina	Arthropoda	No	NA
Astacilla_damNoniensis	Arthropoda	No	NA
Plococidaris_verticillata	EchiNodermata	No	NA
Nereis_denhamensis	Annelida	Yes	1913
Chlorotocella_gracilis	Arthropoda	No	1914
Cycloseris_wellsi	Cnidaria	No	1980
Websterinereis_foli	Annelida	No	NA
Pipestela_terpenensis	Porifera	No	1993
Sabatieria_elongata	Nematoda	No	1977
Solanderia_secunda	Cnidaria	No	NA
Ampelisca_spinifer	Arthropoda	No	NA
Scina_rattrayi	Arthropoda	No	1895
Amphiura_(Ophiopeltis)_parviscutata	EchiNodermata	No	NA
Citharichthys_fragilis	Chordata	No	NA
PrioNospio_polybranchiata	Annelida	No	1929
Crossaster_penicillatus	EchiNodermata	No	1889
Ampithoe_ngana	Arthropoda	No	1997
Gwynia_capsula	Brachiopoda	No	NA
Haliclona_(Soestella)_caerulea	Porifera	No	NA
Lepidotrigla_bispiNosa	Chordata	No	NA
Parasabella_aberrans	Annelida	No	NA
Sticharium_dorsale	Chordata	No	NA
Reteporella_frigida	Bryozoa	No	NA
Ennucula_corticata	Mollusca	No	NA
Pyura_dura	Chordata	No	NA
